Name,Display Name,Type,Class,Is Lot Numbered Item,Inactive,UPC Code,Weight,Item Weight (Kg),Length,Height,Width,Package Quantity,Master Carton Weight (lbs),Master Carton Length (in),Master Carton Width (in),Master Carton Height (in),Master GTIN #,Harmonized Product Code,Manufacturer Country
FG0030-51-IG,"C-Panty High Waist (S/M) Nude, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073028,.248,,6.75,1,4.5,3,0.75,8,6,4,10896785002097,6212.90.0030,CN
FG0030-51-ML,"C-Panty High Waist (S/M) Nude, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337002,.248,,6.75,1,4.5,3,0.75,8,6,4,10896785002097,6212.90.0030,CN
FG0030-52-IG,"C-Panty High Waist (L/XL) Nude, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073035,.266,,6.75,1,4.5,3,0.266,8,6,4,10896785002110,6212.90.0030,CN
FG0030-52-ML,"C-Panty High Waist (L/XL) Nude, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337019,.248,,6.75,1,4.5,3,0.75,8,6,4,10896785002097,6212.90.0030,CN
FG0030-53-IG,"C-Panty High Waist (XXL/XXXL) Nude, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073042,.298,,6.75,1.5,4.75,3,0.298,8,6,4,10896785002394,6212.90.0030,CN
FG0030-53-ML,"C-Panty High Waist (1X/2X) Nude, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337026,.248,,6.75,1,4.5,3,0.75,8,6,4,10896785002097,6212.90.0030,CN
FG0030-54-IG,"C-Panty High Waist (S/M) Black, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073059,.248,,6.75,1,4.5,3,0.248,8,6,4,10896785002103,6212.90.0030,CN
FG0030-54-ML,"C-Panty High Waist (S/M) Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337033,.248,,6.75,1,4.5,3,0.75,8,6,4,10896785002097,6212.90.0030,CN
FG0030-55-IG,"C-Panty High Waist (L/XL) Black, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073066,.266,,6.75,1,4.5,3,0.266,8,6,4,10896785002127,6212.90.0030,CN
FG0030-55-ML,"C-Panty High Waist (L/XL) Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337040,.248,,6.75,1,4.5,3,0.75,8,6,4,10896785002097,6212.90.0030,CN
FG0030-56-IG,"C-Panty High Waist (XXL/XXXL) Black, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073172,.266,,6.75,1,4.5,3,0.266,8,6,4,,6212.90.0030,CN
FG0030-56-ML,"C-Panty High Waist (1X/2X) Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337057,.248,,6.75,1,4.5,3,0.75,8,6,4,10896785002097,6212.90.0030,CN
FG0035-01,Post Baby High Waist (S/M) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,No,896785002250,.239,,6.75,1,4.5,3,0.239,8,6,4,10896785002257,6212.90.0030,CN
FG0035-02,Post Baby High Waist (L/XL) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,No,896785002274,.268,,6.75,1,4.5,3,0.268,8,6,4,10896785002271,6212.90.0030,CN
FG0035-03,Post Baby High Waist (1X/2X) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,No,896785002410,.282,,6.75,1.5,4.75,3,0.282,8,6,4,10896785002417,6212.90.0030,CN
FG0035-04,Post Baby High Waist (S/M) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,No,896785002267,.239,,6.75,1,4.5,3,0.239,8,6,4,10896785002264,6212.90.0030,CN
FG0035-05,Post Baby High Waist (L/XL) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,No,896785002281,.268,,6.75,1,4.5,3,0.268,8,6,4,10896785002288,6212.90.0030,CN
FG0035-06,Post Baby High Waist (1X/2X) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,No,896785002427,.282,,6.75,1.5,4.75,3,0.282,8,6,4,10896785002424,6212.90.0030,CN
FG0035-51-IG,"Post Baby High Waist (S/M) Nude, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073073,.239,,6.75,1,4.5,3,0.239,8,6,4,10896785002257,6212.90.0030,CN
FG0035-51-ML,"Post Baby High Waist (S/M) Nude, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337064,.239,,6.75,1,4.5,3,0.239,8,6,4,10896785002257,6212.90.0030,CN
FG0035-52-IG,"Post Baby High Waist (L/XL) Nude, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073080,.268,,6.75,1,4.5,3,0.268,8,6,4,10896785002271,6212.90.0030,CN
FG0035-52-ML,"Post Baby High Waist (L/XL) Nude, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337071,.268,,6.75,1,4.5,3,0.268,8,6,4,10896785002271,6212.90.0030,CN
FG0035-53-IG,"Post Baby High Waist (XXL/XXXL) Nude, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073189,.282,,6.75,1.5,4.75,3,0.266,8,6,4,,6212.90.0030,CN
FG0035-53-ML,"Post Baby High Waist (1X/2X) Nude, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337088,.282,,6.75,1.5,4.75,3,0.266,8,6,4,,6212.90.0030,CN
FG0035-54-IG,"Post Baby High Waist (S/M) Black, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073097,.239,,6.75,1,4.5,3,0.239,8,6,4,10896785002264,6212.90.0030,CN
FG0035-54-ML,"Post Baby High Waist (S/M) Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337095,.239,,6.75,1,4.5,3,0.239,8,6,4,10896785002264,6212.90.0030,CN
FG0035-55-IG,"Post Baby High Waist (L/XL) Black, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073103,.268,,6.75,1,4.5,3,0.268,8,6,4,10896785002288,6212.90.0030,CN
FG0035-55-ML,"Post Baby High Waist (L/XL) Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337101,.268,,6.75,1,4.5,3,0.268,8,6,4,10896785002288,6212.90.0030,CN
FG0035-56-IG,"Post Baby High Waist (XXL/XXXL) Black, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073196,.282,,6.75,1.5,4.75,3,0.266,8,6,4,,6212.90.0030,CN
FG0035-56-ML,"Post Baby High Waist (1X/2X) Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337118,.282,,6.75,1.5,4.75,3,0.266,8,6,4,,6212.90.0030,CN
FG0040-01,C-Panty Classic Waist 2-Pack (S) Nude/Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,896785002373,.263,,6.75,2,4.5,1,0.263,8,6,4,,6212.90.0030,CN
FG0040-02,C-Panty Classic Waist 2-Pack (M) Nude/Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,896785002380,.28,,6.75,2,4.5,1,0.28,8,6,4,,6212.90.0030,CN
FG0040-03,C-Panty Classic Waist 2-Pack (L) Nude/Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,896785002366,.296,,6.75,2,4.5,1,0.296,8,6,4,,6212.90.0030,CN
FG0045-01,C-Panty Starter-Pack (S) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,896785002298,.349,,6.75,2,4.75,1,0.349,8,6,4,,6212.90.0030,CN
FG0045-02,C-Panty Starter-Pack (M) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,896785002304,.354,,6.75,2,4.75,1,0.354,8,6,4,,6212.90.0030,CN
FG0045-03,C-Panty Starter-Pack (L) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,896785002311,.394,,6.75,2,4.75,1,0.394,8,6,4,,6212.90.0030,CN
FG0050-01,POP Classic Waist (XS/S) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001170,.15,,6.75,1,4.5,1,0.15,8,6,4,,6212.90.0030,CN
FG0050-02,POP Classic Waist (M) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001187,.167,,6.75,1,4.5,1,0.167,8,6,4,,6212.90.0030,CN
FG0050-03,POP Classic Waist (L/XL) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001262,.175,,6.75,1,4.5,1,0.175,8,6,4,,6212.90.0030,CN
FG0055-01,POP High Waist w/Silicone (S/M) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001118,.248,,6.75,1,4.5,1,0.248,8,6,4,,6212.90.0030,CN
FG0055-02,POP High Waist w/Silicone (L/XL) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001095,.263,,6.75,1,4.5,1,0.263,8,6,4,,6212.90.0030,CN
FG0055-03,POP High Waist w/Silicone (1X/2X) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001507,.299,,6.75,1.5,4.75,1,0.299,8,6,4,,6212.90.0030,CN
FG0055-04,POP High Waist w/Silicone (S/M) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001101,.248,,6.75,1,4.5,1,0.248,8,6,4,,6212.90.0030,CN
FG0055-05,POP High Waist w/Silicone (L/XL) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001125,.263,,6.75,1,4.5,1,0.263,8,6,4,,6212.90.0030,CN
FG0055-06,POP High Waist w/Silicone (1X/2X) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001514,.299,,6.75,1.5,4.75,1,0.299,8,6,4,,6212.90.0030,CN
FG0060-01,POP High Waist Compression (S/M) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001163,.242,,6.75,1,4.5,3,0.242,8,6,4,,6212.90.0030,CN
FG0060-02,POP High Waist Compression (L/XL) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001156,.267,,6.75,1,4.5,3,0.267,8,6,4,,6212.90.0030,CN
FG0060-03,POP High Waist Compression (1X/2X) Nude,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001521,.296,,6.75,1.5,4.75,3,0.296,8,6,4,,6212.90.0030,CN
FG0060-04,POP High Waist Compression (S/M) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001279,.242,,6.75,1,4.5,3,0.242,8,6,4,,6212.90.0030,CN
FG0060-05,POP High Waist Compression (L/XL) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001361,.267,,6.75,1,4.5,3,0.267,8,6,4,,6212.90.0030,CN
FG0060-06,POP High Waist Compression (1X/2X) Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty : (Old) POPanty,No,Yes,855520001538,.296,,6.75,1.5,4.75,3,0.296,8,6,4,,6212.90.0030,CN
FG0065-01,C-Panty High Waist 2-Pack (S/M) Nude/Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,896785002434,.438,,6.75,2,4.75,1,0.438,8,6,4,,6212.90.0030,CN
FG0065-02,C-Panty High Waist 2-Pack (L/XL) Nude/Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,No,896785002441,.488,,6.75,2,4.75,1,0.488,8,6,4,,6212.90.0030,CN
FG0065-03,C-Panty High Waist 2-Pack (1X/2X) Nude/Black,Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,896785002458,.551,,6.75,2,4.75,1,,8,6,4,,6212.90.0030,CN
FG0065-51-IG,"C-Panty High Waist 2-Pack (S/M) Nude/Black, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073110,.438,,6.75,2,4.75,1,0.438,8,6,4,,6212.90.0030,CN
FG0065-51-ML,"C-Panty High Waist 2-Pack (S/M) Nude/Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337125,.438,,6.75,2,4.75,1,0.438,8,6,4,,6212.90.0030,CN
FG0065-52-IG,"C-Panty High Waist 2-Pack (L/XL) Nude/Black, Italian / German  (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,1230000073127,.488,,6.75,2,4.75,1,0.488,8,6,4,,6212.90.0030,CN
FG0065-52-ML,"C-Panty High Waist 2-Pack (L/XL) Nude/Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337132,.488,,6.75,2,4.75,1,0.488,8,6,4,,6212.90.0030,CN
FG0065-53-ML,"C-Panty High Waist 2-Pack (1X/2X) Nude/Black, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) C-Panty,No,Yes,5065009337149,.488,,6.75,2,4.75,1,0.488,8,6,4,,6212.90.0030,CN
FG0066-01,Shrinkx Belly (S/M) Nude - Poly Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,855520001378,.579,,11.75,1.25,8.25,1,0.579,11.75,8.25,1.25,,6307.90.9889,CN
FG0066-02,Shrinkx Belly (L/XL) Nude - Poly Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,855520001385,.579,,11.75,1.25,8.25,1,0.579,11.75,8.25,1.25,,6307.90.9889,CN
FG0066-03,Shrinkx Belly (S/M) Black - Poly Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,855520001392,.503,,11.75,1.25,8.25,1,0.579,11.75,8.25,1.25,,6307.90.9889,CN
FG0066-04,Shrinkx Belly (L/XL) Black - Poly Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,855520001415,.579,,11.75,1.25,8.25,1,0.579,11.75,8.25,1.25,,6307.90.9889,CN
FG0066-05,UpSpring Faja (S/M) Nude - Poly Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,855520001026,.579,,11.75,1.25,8.25,1,28.15,24,16,10,,6307.90.9889,CN
FG0066-06,UpSpring Faja (L/XL) Nude - Poly Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,855520001033,.579,,11.75,1.25,8.25,1,29,24,16,10,,6307.90.9889,CN
FG0066-07,UpSpring Faja (S/M) Black - Poly Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,855520001217,.579,,11.75,1.25,8.25,1,28.15,24,16,10,,6307.90.9889,CN
FG0066-08,UpSpring Faja (L/XL) Black - Poly Bag,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,No,855520001316,.579,,11.75,1.25,8.25,1,29,24,16,10,,6307.90.9889,CN
FG0066-51-IG,"Shrinkx Belly (S/M), Nude, Poly Bag, Italian / German (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,1230000073134,.579,,11.75,1.25,8.25,1,0.579,11.75,8.25,1.25,,6307.90.9889,CN
FG0066-51-ML,"Shrinkx Belly (S/M), Nude, Poly Bag, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,5065009337156,.579,,11.75,1.25,8.25,1,0.579,11.75,8.25,1.25,,6307.90.9889,CN
FG0066-52-IG,"Shrinkx Belly (L/XL), Nude, Poly Bag, Italian / German (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,1230000073141,.579,,11.75,1.25,8.25,1,0.579,11.75,8.25,1.25,,6307.90.9889,CN
FG0066-52-ML,"Shrinkx Belly (L/XL), Nude, Poly Bag, Multi-Language (RB Amazon EU)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,5065009337163,.579,,11.75,1.25,8.25,1,0.579,11.75,8.25,1.25,,6307.90.9889,CN
FG0067-01,Shrinkx Belly (S/M) Nude - Retail Box,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,855520001354,.671,,10,2,7,5,3.75,12.5,11,7.5,10855520001351,6307.90.9889,CN
FG0067-02,Shrinkx Belly (L/XL) Nude - Retail Box,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,855520001347,.746,,10,2,7,5,4.25,12.5,7.5,11,10855520001344,6307.90.9889,CN
FG0067-03,Shrinkx Belly (S/M) Black - Retail Box,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,855520001408,.671,,10,2,7,5,3.75,12.5,7.5,11,10855520001405,6307.90.9889,CN
FG0067-04,Shrinkx Belly (L/XL) Black - Retail Box,Assembly/Bill of Materials,Legacy UpSpring : (Old) Shrinkx Belly,No,Yes,855520001422,.746,,10,2,7,5,4.25,12.5,7.5,11,10855520001429,6307.90.9889,CN
FG0070-01,"Milkflow, Supplement, 18-Pack, Berry, Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,855520001477,.551,,4.6,4.6,3.1,6,3.85,10,10,5,40855520001475,2106.90.9887,US
FG0070-03,"Milkflow, Supplement, 18-Pack, Chocolate, Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,855520001903,.75,,4.6,4.6,3.1,6,4.5,10,10,5,40855520001901,2106.90.9887,US
FG0070-04,"Milkflow, Supplement, 18-Pack, Citrus, Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,855520001880,.551,,,,,,,,,,30855520001881,2106.90.9887,
FG0070-06,"Milkflow, Supplement, 18-Pack, Berry-TARGET ONLY, Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,859188006300,.551,,4.6,4.6,3.1,6,3.85,10,10,5,10859188006307,2106.90.9887,
FG0070-08,"Milkflow, Supplement, 18-Pk, Chocolate-TARGET ONLY,Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,859188006461,.75,,4.6,4.6,3.1,6,5.05,10,10,5,10859188006468,2106.90.9887,
FG0070-09,"Milkflow, Supplement, 24-Pack, Berry, Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,859188006638,.7,,4.6,4.6,3.1,6,,,,,10859188006307,2106.90.9887,US
FG0072-01,"Milkflow, Drink Mix, Chai Tea, Supplement, 24 Servings, 16oz",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,855520001064,1,,3.75,4,3.75,6,6.0,11,8,4,10855520001061,2106.90.9887,US
FG0072-02,"Milkflow, Drink Mix, SugarFree Berry, 24 Serving, 8oz",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,859188006485,1,,3,3.25,3,6,,,,,,2106.90.9887,US
FG0072-03,"Milkflow, Drink Mix, SugarFree Berry, 24 Serving, 8.5oz",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,859188006720,.65,,3.75,4,3.75,6,4.3,11,8,4,10859188006727,2106.90.9887,US
FG0074-01,"MilkFlow, Fenugreek Free, 16pk, Drink Mix, Blackberry Lime",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,850008560088,.5,,4.6,4.6,3.1,6,3.5,10.25,10.25,5.75,10850008560085,2106.90.9887,US
FG0074-02,"MilkFlow, Blueberry Acai, Fenugreek Free 16pk, Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,850008560873,.5,,3.16,6.125,4.625,4,2.5,10.25,10.25,4.75,10850008560870,2106.90.9887,US
FG0074-04,"Milkflow, Fenugreek Free, 16pk, Drink Mix, Elderberry Lemonade, (Immunity)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,850008560897,0,,3.16,6.125,4.625,4,,10.25,10.25,4.75,10850008560894,2106.90.9887,US
FG0075-01,"MilkMulti, Postnatal Vitamin Supplement (21-Pack) Orange Dri",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,855520001484,.551,,,,,,8.5,20.625,6,10.25,10855520001481,5423.10.0010,
FG0076-01,"Milkflow Drink Mix, Fenugreek, Berry, 16 Ct (electrolytes)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,850008560101,.5,,4.625,6.125,3.16,4,2.46,10.25,10.25,4.75,10850008560108,2106.90.9887,US
FG0076-01-INACTIVE,"Milkflow Berry, Electrolytes, 16pk, Supplement Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,,.5,,4.6,4.6,3.1,6,3.44,10.25,10.25,5.75,,,US
FG0076-02,"Milkflow Choc, Electrolytes, 16pk, Supplement Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,850008560118,.65,,4.6,4.6,3.1,6,4.525,10.25,10.25,5.75,10850008560115,2106.90.9887,US
FG0076-02-INACTIVE,"Milkflow Choc, Electrolytes, 16pk, Supplement Drink Mix",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,Yes,,.65,,4.6,4.6,3.1,6,4.525,10.25,10.25,5.75,,,US
FG0076-03,"Milkflow Drink Mix, Fenugreek, (16-Pack), Orange Mango, (Immunity)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,850008560903,.5,1.088621688,4.625,6.125,3.1,4,2.40,10.25,10.25,4.75,10850008560900,2106.90.9887,US
FG0076-04,"Milkflow Drink Mix, Fenugreek, (16-Pack), Chocolate, (Energy)",Assembly/Bill of Materials,Legacy UpSpring : (Old) Milkflow : (Old) Drink Mix,Yes,No,850008560910,.7875,1.4288159655,4.6,6.125,3.1,4,3.15,10.25,10.25,4.75,10850008560917,2106.90.9887,US
FG0080-01,"UpSpring, Baby Vitamin D3",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,855520001613,.08666667,,2.75,4.5,1.5,6,0.52,6.25,13,5.5,30855520001614,2936.29.5020,US
FG0080-02,"Baby Vitamin D3, 365 Drops",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,859188006881,.08666667,,2.75,4.5,1.5,6,0.62,10,3.25,5.5,10859188006888,2936.29.5020,US
FG0085-01,"Wellbaby, Multi-Vitamin, 60mL",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,855520001682,.186,,,,,,1.14,3.25,9.5,5.25,10855520001689,3004.50.5030,
FG0095-01,"UpSpringbaby, Multi-Vitamin + Iron, 60mL, Retail Carton",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,855520001637,.226,,,,,6,1.5,9.75,5.25,3.25,30855520001638,3004.50.5030,
FG0095-03,"UpSpringbaby, Multi-Vitamin + Iron, 60mL",Assembly/Bill of Materials,Legacy UpSpring : (Old) Child Supplements,Yes,Yes,859188006805,.226,,,,,6,1.5,9.75,5.25,3.25,10859188006802,3004.50.5030,US
FG0100-01,"UpSpring, Breast Pillow, Small, White",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breast Pillow,No,Yes,855520001699,.07,,,,,1,,,,,,6307.90.9889,
FG0100-02,"UpSpring, Breast Pillow, Medium, White",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breast Pillow,No,Yes,855520001705,.101,,,,,1,,,,,,6307.90.9889,
FG0100-03,"UpSpring, Breast Pillow, Large, White",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breast Pillow,No,Yes,855520001712,.179,,,,,1,,,,,,6307.90.9889,
FG0100-04,"UpSpring, Breast Pillow, XLarge, White",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breast Pillow,No,Yes,855520001729,.291,,,,,1,,,,,,6307.90.9889,
FG0105-01,"UpSpring, Breast Pillow, Cover, Small, White",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,0,,,,,1,,,,,,,
FG0105-02,"UpSpring, Breast Pillow, Cover, Medium, White",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,0,,,,,1,,,,,,,
FG0105-03,"UpSpring, Breast Pillow, Cover, Large, White",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,0,,,,,1,,,,,,,
FG0105-04,"UpSpring, Breast Pillow, Cover, XLarge, White",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breast Pillow,No,Yes,,0,,,,,,,,,,,,
FG0110-01,"UpSpring, Nipple Balm, 1.5 oz - Retail Box",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breastfeeding,Yes,Yes,855520001767,.208,,,,,6,1.26,8.75,4.5,5.75,10855520001764,1513.19.0000,US
FG0110-02,"UpSpring, Nipple Balm, 2 oz. - Poly Bag",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breastfeeding,Yes,Yes,855520001767,.208,,,,,,,,,,10855520001764,1513.19.0000,
FG0110-03,"UpSpring, Nipple Balm, 1.5 oz - Jar Only",Assembly/Bill of Materials,Legacy UpSpring : (Old) Breastfeeding,Yes,Yes,855520001224,.16,,,,,24,3.85,8.25,6.25,5,,1513.19.0000,US
